Id,CreatedAt,ModifiedAt,SubscriptionId,SubscriptionEndDate,SubscriptionStartDate,CustomerName,ClientManagerName,CommittedMrr,ChurnReason,ChurnReasonDescription,LastCustomerPortalLoginDate,LifetimeInMonths,AverageMailOpeningRate,HasFacebookPlusConfigWarning,HasFacebookPlusPerformanceWarning,FacebookPlusPerformanceWarningSeverity,HasGroceryPlusConfigWarning,HasGroceryPlusPerformanceWarning,GroceryPlusPerformanceWarningSeverity,HasFacebookConfigWarning,HasFacebookPerformanceWarning,FacebookPerformanceWarningSeverity,HasBannerConfigWarning,HasBannerPerformanceWarning,BannerPerformanceWarningSeverity,HasSeoProfileConfigWarning,HasSeoProfilePerformanceWarning,SeoProfilePerformanceWarningSeverity,HasFacebookAutopilotConfigWarning,HasFacebookAutopilotPerformanceWarning,FacebookAutopilotPerformanceWarningSeverity,HasUndertakerPlusConfigWarning,HasUndertakerPlusPerformanceWarning,UndertakerPlusPerformanceWarningSeverity,HasRealtorPlusConfigWarning,HasRealtorPlusPerformanceWarning,RealtorPlusPerformanceWarningSeverity,HasRealtorPropertyAssessmentConfigWarning,HasRealtorPropertyAssessmentPerformanceWarning,RealtorPropertyAssessmentPerformanceWarningSeverity,HasBusinessArticleConfigWarning,HasBusinessArticlePerformanceWarning,BusinessArticlePerformanceWarningSeverity,HasAutoarticleConfigWarning,HasAutoarticlePerformanceWarning,AutoarticlePerformanceWarningSeverity,HasFacebookImpressionCampaignConfigWarning,HasFacebookImpressionCampaignPerformanceWarning,FacebookImpressionCampaignPerformanceWarningSeverity,HasFacebookClickCampaignConfigWarning,HasFacebookClickCampaignPerformanceWarning,FacebookClickCampaignPerformanceWarningSeverity
8a98e104-215c-4be5-8521-05d7a65e1a37,03/07/2025 14:11:13,,36e145b5-5bfb-4660-8f90-b0de9b2ccb1e,05/31/2025 17:50:00,12/01/2024 18:50:00,Kørelærerne Louise & Jan,Thomas Dahl Johansen,1495.0000,Manglende udbytte,"De kan ikke se værdien, og stopper derfor samarbejdet da virksomheden er et sidejob for dem.",02/15/2025 09:28:18,5,100,,,,,,,False,False,,False,False,,False,False,,,,,,,,,,,,,,False,False,,,,,,,,,,
a9898d8c-79f7-4dcc-9861-073174c7282f,02/11/2025 15:17:15,,b35f79da-0671-44ad-b75a-b14eb104ac8e,05/12/2025 17:50:00,02/13/2024 18:50:00,REMA 1000 Hadsund,Christoffer Nibe,1495.0000,Ny marketingchef / Ny retning,"Købmanden stopper med at have sin egen butik, vi må kontakte den nye købmand efter den 15. maj 2025",10/11/2024 10:21:42,14,50,,,,,,,False,False,,False,False,,False,False,,,,,,,,,,,,,,False,True,Low,,,,,,,,,
947a70a2-e021-4ebb-901d-12678363bfd4,02/06/2025 08:21:10,,fba9e45f-bc65-416f-bfba-0ddb239ad7ab,05/31/2025 17:50:00,11/01/2024 18:50:00,Glowupclub.dk,Mattias Løwe,299.0000,Manglende udbytte,Telemarketing abonnement.,02/02/2025 17:26:21,6,82,,,,,,,,,,False,False,,False,False,,,,,,,,,,,,,,False,True,Medium,,,,,,,,,
68689b34-5496-40bb-8654-18bb1c2cd5c0,02/17/2025 12:56:59,,7682cc91-547c-42b1-84cc-9b59bc9fae0d,05/08/2025 17:50:00,12/09/2024 18:50:00,"Hos Annika & Lene, Fodpleje & Velvære",Mattias Løwe,998.0000,Ny marketingchef / Ny retning,De har svigerdatter til at stå for deres markedsføring nu. Ønsker ikke at bruge penge på det længere.,12/18/2024 12:24:38,4,83,,,,,,,False,False,,False,False,,False,False,,,,,,,,,,,,,,False,False,,,,,,,,,,
0ee6754c-aa83-4c85-8b26-286baea418b2,02/05/2025 10:32:17,,1d8911e8-27d4-4f0b-8c7f-f215ddc7370c,05/23/2025 18:50:00,01/24/2023 18:50:00,KILDEBILER ApS,"Søren Schrøder Rasmussen ",1000.0000,Ukendt årsag / Kunde svarer ikke,"Svarer hverken på hovednummeret eller på Claus kontaktperson nummer. Vi har IKKE nummeret på Stefan deres SOME medarbejder der har opsagt aftalen. ",01/01/0001 00:00:00,27,19,,,,,,,False,False,,False,True,High,False,False,,,,,,,,,,,,,,False,False,,,,,,,,,,
5d0c2ced-5324-4728-8047-2c5e2af6144a,02/06/2025 10:59:23,,67bd50e7-dc30-4e91-a70b-91f6d3420c1c,05/23/2025 17:50:00,09/24/2024 17:50:00,"Hotel Lillevang ",Mattias Løwe,1495.0000,Manglende forbrug hos kunde,"De gad ikke arbejde med at lave artikler, heller ej fortsætte hvis vi ""gør det hele for dem"". Ikke interesserede i rabat. Ingen sure miner og vender tilbage hvis det bliver aktuelt.",01/01/0001 00:00:00,7,50,,,,,,,False,True,High,False,False,,False,False,,,,,,,,,,,,,,False,True,High,,,,,,,,,
9f6f78c4-86d9-4b36-8582-4f3939c90723,01/30/2025 08:01:49,,86fcc9c0-ba89-4bde-ba4f-29abd3793779,05/15/2025 17:50:00,12/16/2024 18:50:00,"YOGA 2A.1 ",Mattias Løwe,998.0000,Kunde har ikke forstået konceptet,Ditte har ikke forstået hvordan konceptet fungerer og vælger at opsige af denne grund. Hun udskød opstartsmøde igen og igen. Hun ville nok have været en kunde der forsvandt i det nye onboarding flow.,12/19/2024 10:52:43,4,88,,,,,,,False,True,High,False,False,,True,False,,,,,,,,,,,,,,False,False,,,,,,,,,,
ebcb340c-4140-4381-9286-5808cb04fb19,02/03/2025 11:36:37,,e5f47623-66a2-47be-b1b5-10b37e04c237,05/30/2025 18:50:00,01/31/2023 18:50:00,Midtjysk Blomstermarked,"Søren Schrøder Rasmussen ",1495.0000,Ukendt årsag / Kunde svarer ikke,Ingen svar på opkald,01/18/2025 10:38:13,27,91,,,,,,,False,False,,False,False,,False,False,,,,,,,,,,,,,,False,False,,,,,,,,,,
2938f9e1-02b4-4d95-a754-601a2df1d1a7,02/18/2025 13:16:59,,fc292c6e-faf6-4fd4-9e9c-df5608792dca,05/28/2025 17:50:00,11/29/2024 18:50:00,Joys Pub,Christoffer Nibe,1495.0000,Ny marketingchef / Ny retning,"Joys Pub skal til at ramme det yngre segment (Instagram/TikTok) og derfor passer vores koncept ikke længere ind i deres markedsføringsstrategi. ",01/17/2025 12:38:45,5,83,,,,,,,False,False,,False,False,,False,False,,,,,,,,,,,,,,False,False,,,,,,,,,,
1b5bb278-2683-4fee-b2d3-9deff5b6127e,02/18/2025 08:41:08,,ddf194ad-8fa0-4147-80c7-a466c44ac38d,05/31/2025 17:50:00,10/01/2024 17:50:00,Min Købmand Korsør,Mattias Løwe,2495.0000,Manglende betaling fra kunde,"Denne kunde har hele tiden været et problem, da de ikke har betalt. påstår de vil betale, ikke betaler, påstår de ikke vil betale. 

Jeg lukker denne møgsag nu. ",01/01/0001 00:00:00,7,67,,,,False,False,,,,,False,False,,False,False,,,,,,,,,,,,,,False,False,,,,,,,,,,
