Id,CreatedAt,ModifiedAt,SubscriptionId,SubscriptionEndDate,SubscriptionStartDate,CustomerName,ClientManagerName,CommittedMrr,ChurnReason,ChurnReasonDescription,LastCustomerPortalLoginDate,LifetimeInMonths,AverageMailOpeningRate,HasFacebookPlusConfigWarning,HasFacebookPlusPerformanceWarning,FacebookPlusPerformanceWarningSeverity,HasGroceryPlusConfigWarning,HasGroceryPlusPerformanceWarning,GroceryPlusPerformanceWarningSeverity,HasFacebookConfigWarning,HasFacebookPerformanceWarning,FacebookPerformanceWarningSeverity,HasBannerConfigWarning,HasBannerPerformanceWarning,BannerPerformanceWarningSeverity,HasSeoProfileConfigWarning,HasSeoProfilePerformanceWarning,SeoProfilePerformanceWarningSeverity,HasFacebookAutopilotConfigWarning,HasFacebookAutopilotPerformanceWarning,FacebookAutopilotPerformanceWarningSeverity,HasUndertakerPlusConfigWarning,HasUndertakerPlusPerformanceWarning,UndertakerPlusPerformanceWarningSeverity,HasRealtorPlusConfigWarning,HasRealtorPlusPerformanceWarning,RealtorPlusPerformanceWarningSeverity,HasRealtorPropertyAssessmentConfigWarning,HasRealtorPropertyAssessmentPerformanceWarning,RealtorPropertyAssessmentPerformanceWarningSeverity,HasBusinessArticleConfigWarning,HasBusinessArticlePerformanceWarning,BusinessArticlePerformanceWarningSeverity,HasAutoarticleConfigWarning,HasAutoarticlePerformanceWarning,AutoarticlePerformanceWarningSeverity,HasFacebookImpressionCampaignConfigWarning,HasFacebookImpressionCampaignPerformanceWarning,FacebookImpressionCampaignPerformanceWarningSeverity,HasFacebookClickCampaignConfigWarning,HasFacebookClickCampaignPerformanceWarning,FacebookClickCampaignPerformanceWarningSeverity
09484352-bed8-40d3-914e-06c6858778c7,08/15/2025 14:11:00,,36b431a3-a207-4ceb-b695-43d70c20ca9b,11/29/2025 18:50:00,08/30/2024 17:50:00,Johnsen Optik,Mattias Løwe,1495.0000,Manglende forbrug hos kunde,"De forklarer at det simpelthen er fordi de føler de ikke får artiklerne brugt til deres fulde potentiele, og at det er deres egen skyld osv. kan godt lide produktet, men vil hellere spare penge, og vende tilbage når de har flere midler...",03/12/2025 14:16:34,14,75,,,,,,,False,True,High,False,False,,False,False,,,,,,,,,,,,,,False,True,Medium,,,,,,,,,
63b3144e-2d5e-4542-b619-1dbee2830871,05/20/2025 14:20:57,,e32c4e9d-7e33-4cda-90f5-668de43e7b89,11/13/2025 18:50:00,09/14/2022 17:50:00,Klinik tid til mig selv,Ole Lundgaard Sørensen,1495.0000,Ukendt årsag / Kunde svarer ikke,Kunden har ikke svaret,01/01/0001 00:00:00,37,100,,,,,,,False,True,Medium,False,False,,False,False,,,,,,,,,,,,,,False,True,High,,,,,,,,,
428600b7-5663-4110-bda8-2fa7a27ec419,08/01/2025 11:32:45,,845edb1d-71ef-447c-878f-9b02aa304d77,11/20/2025 18:50:00,11/21/2024 18:50:00,Florist Pernille DB,Thomas Dahl Johansen,1495.0000,Manglende udbytte,"Pernille fortæller at hun ikke har fået flere følger, føler ikke at folk læser artiklerne. Og at hun helt generelt ikke føler hun får noget ud af det.",07/10/2025 07:36:30,11,20,,,,,,,False,False,,False,True,High,False,False,,,,,,,,,,,,,,False,False,,,,,,,,,,
c7a357bd-cd9c-4706-94e2-3478bad63c15,08/08/2025 10:52:38,,16656621-42c7-4b5a-a7f8-5d7581a99634,11/16/2025 18:50:00,06/17/2025 17:50:00,ByKrums,Christoffer Nibe,1495.0000,Konkurs/ophør,"Hun stopper butikken, hun har dog aldrig betalt sine regninger, og stejlede faktisk over om der overhovedet var en aftale. Jeg har sendt hende et slutregnskab, meget dårlig aftale. ",06/12/2025 17:03:01,4,100,,,,,,,False,False,,False,False,,False,False,,,,,,,,,,,,,,False,False,,,,,,,,,,
10741a5b-eb3a-4b87-9726-4224d08f68b1,08/06/2025 11:33:39,,71744a89-80c3-4037-8224-fcf49e4a80dc,11/23/2025 23:00:00,01/24/2025 23:00:00,Vittrup Auto,Christoffer Nibe,1495.0000,Manglende udbytte,syntes det er dyrt. ift. at det ikke giver så meget,01/30/2025 08:08:37,9,100,,,,,,,False,True,Low,False,False,,False,False,,,,,,,,,,,,,,False,True,Medium,,,,,,,,,
9e8f5cd1-a11d-4c1c-bfd8-51313f0fcac0,08/15/2025 13:46:55,,e5c3cb15-6142-43bd-8abc-a6e161442e46,11/30/2025 18:50:00,10/01/2024 17:50:00,Skovbygaard,Christoffer Nibe,1495.0000,Manglende udbytte,"""Bruger for mange penge, uden at få noget ud af det""",01/01/0001 00:00:00,13,80,,,,,,,False,True,Medium,False,True,Low,False,False,,,,,,,,,,,,,,False,True,Low,,,,,,,,,
0c2caedc-bcb4-4714-863f-52802a739cd7,08/06/2025 11:04:54,,40217b83-4d64-40b7-b033-ec1ebfe5fdc6,11/28/2025 18:50:00,11/29/2024 18:50:00,Fri Bikeshop Nykøbing Mors,Thomas Dahl Johansen,1299.0000,Manglende udbytte,"Han kunne høre på sine kunder at det ikke var gennem vores services at han fik kunderne, og i og med at han har indgået aftalen for at teste det af, har han valgt at opsige aftalen.",08/06/2025 10:43:15,11,12,,,,,,,False,True,High,False,True,High,False,False,,,,,,,,,,,,,,False,True,Low,,,,,,,,,
2aca6dbb-5960-4c09-98b7-563130366cf0,04/15/2025 14:42:01,,72c92032-158f-4a26-a067-510e2032cbf8,11/29/2025 18:50:00,10/31/2024 18:50:00,"Seby Trade ",Mattias Løwe,598.0000,Økonomi,"De lukker biksen, men har i øvrigt slet ikke betalt én eneste regning, selv efter jeg har rykket for dem flere gange. KAM.",01/01/0001 00:00:00,12,33,,,,,,,,,,False,False,,False,False,,,,,,,,,,,,,,False,False,,,,,,,,,,
049f7479-cdcd-4b84-a710-963025ac71fb,08/11/2025 09:55:06,,be884077-cb8d-4544-a9c7-8397c4654b42,11/30/2025 18:50:00,08/01/2024 17:50:00,Søndergades Auto,Christoffer Nibe,1495.0000,Kunde har ikke forstået konceptet,"Harry opsiger, da han ikke mener han får noget ud af aftalen overhovedet. Lidt knotten",01/01/0001 00:00:00,15,0,,,,,,,,,,False,True,High,False,False,,,,,,,,,,,,,,False,True,High,,,,,,,,,
a7f963cb-3776-4570-85b4-9f1598857418,07/30/2025 14:32:57,,faacd86b-5182-4d27-ae3d-dc7a341d67c3,11/17/2025 23:00:00,01/18/2025 23:00:00,"Vin & Vin Hobro ",Christoffer Nibe,1495.0000,Ukendt årsag / Kunde svarer ikke,"Per nævner at de siger op, kun fordi at aftalen fra starten ligesom var på at de kun vil køre med de i 6 måneder og mærke forandringen derefter.

Så der egentlig ikke noget der som sådan ligger bag det, udover at det er det han siger de ""aftalte"" med nibe, back in the day.",07/30/2025 10:13:27,9,100,,,,,,,False,True,Low,False,False,,False,False,,,,,,,,,,,,,,False,False,,,,,,,,,,
